瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 惑措嚼档(%),老 弥缴利汲(cm),乞闭 瘤搁柯档(∑C)
156,堡林,2020-09-08,24.1,21,27.9,0,5.2,2.9,22,89.3,,24.8
156,堡林,2020-09-09,21.6,18.7,26.4,25.3,5.9,1.6,20.2,92.8,,25.6
156,堡林,2020-09-10,22.8,19.7,28,,2,.7,20.7,89.1,,25.3
156,堡林,2020-09-11,20.2,19.3,22,26.6,3.3,1.1,19.8,98.1,,21.8
156,堡林,2020-09-12,21.4,19.2,25.8,5.8,3.4,1.8,20.3,93.8,,23.1
156,堡林,2020-09-13,20.7,18.9,23.7,4.2,3,.9,20.3,97.9,,23.8
156,堡林,2020-09-14,22.3,19.7,26.7,,3.2,1.1,19.3,84.6,,25.7
156,堡林,2020-09-15,22.7,18,28.3,,4.7,1.5,19.3,82.1,,24.9
156,堡林,2020-09-16,22.1,20,24.7,2.8,4,1.1,21.4,96.4,,23.7
156,堡林,2020-09-17,20.7,17.3,23.6,2,2.4,.8,19.1,92,,22.3
156,堡林,2020-09-18,19.9,16.9,25.3,3.7,3.5,1,17.3,86.9,,22.9
156,堡林,2020-09-19,19.9,14.5,26,0,4.3,1.1,16.5,83.1,,21.9
156,堡林,2020-09-20,19.1,13.9,25.3,,2.8,.7,14.1,76.3,,21.8
156,堡林,2020-09-21,18.9,13,24.9,,2.8,.8,12.1,68.6,,22.4
156,堡林,2020-09-22,18.4,15.7,23.5,,3.5,1.9,12.7,70.9,,22.6
156,堡林,2020-09-23,18.8,15.3,22.5,,3.4,1.9,14.3,75.6,,20.5
156,堡林,2020-09-24,21.2,16.8,26.6,,4.3,1.9,15.2,70.5,,25.5
156,堡林,2020-09-25,21.3,16,27.1,,3.5,1.4,16.1,74.1,,23.1
156,堡林,2020-09-26,20.9,17.1,26.5,,3.1,1.2,15.7,74.6,,26.6
156,堡林,2020-09-27,21,16.3,26.4,,2.9,1.2,15,71.4,,26.2
156,堡林,2020-09-28,19.9,15.7,25.6,,3.2,1,13.2,69.3,,23.5
156,堡林,2020-09-29,19.5,14.6,25.1,,3,1.1,14.2,74.5,,23
156,堡林,2020-09-30,19.3,15.5,25.4,,2.5,.9,15.7,82,,23.2
156,堡林,2020-10-01,20.3,17,25.4,,4,1.1,16.6,80.8,,26.5
156,堡林,2020-10-02,20.8,16.2,25.8,,4.2,1.2,16.5,78.4,,24.3
156,堡林,2020-10-03,20.7,17,26.2,.5,2.4,.9,17.3,82.6,,27.1
156,堡林,2020-10-04,18.3,15,20.6,.9,4.1,1.1,16.6,90.8,,19.9
156,堡林,2020-10-05,15.3,11.4,19.8,,5.1,2.4,5.7,53.8,,18.8
156,堡林,2020-10-06,15.9,11.2,21.2,,4.4,2.1,6.5,56.6,,20.8
156,堡林,2020-10-07,17.7,12.4,23.8,,4.4,2,6.7,50.6,,23.7
156,堡林,2020-10-08,18.2,13.9,24.1,,5.3,3.2,9.1,57.8,,22.8
156,堡林,2020-10-09,17.6,11.8,24.2,,4.2,1.6,8.5,57,,22.4
156,堡林,2020-10-10,18.2,13,24.4,,2,.9,11.3,66.6,,23.1
156,堡林,2020-10-11,18.7,15,24.3,,1.9,.6,14.1,77.4,,23.2
156,堡林,2020-10-12,17.8,14.8,23.3,,3.3,.8,13.1,76.6,,22.4
156,堡林,2020-10-13,14.8,12,18.8,,3,1.7,4.7,52.5,,17.6
156,堡林,2020-10-14,14.8,10.7,20.3,,3.2,1.1,6,56.1,,17.3
156,堡林,2020-10-15,15,10.4,20.9,,3.5,1.6,-1.2,36.4,,20
156,堡林,2020-10-16,13.8,10.2,17.9,,1.8,.6,4.4,54,,15.8
156,堡林,2020-10-17,14.3,9,21.1,,2.5,.8,8.5,71.3,,18.8
156,堡林,2020-10-18,15,9.5,21.9,,3.3,1.2,7,64.1,,19.1
156,堡林,2020-10-19,15.6,9.9,21.6,,3.6,1.3,7.5,61.6,,17.6
156,堡林,2020-10-20,16.2,9.9,23.2,,2.1,.6,6.8,59.6,,18.5
156,堡林,2020-10-21,14.4,12.1,17.5,10.7,2,.6,11.8,85.6,,15.8
156,堡林,2020-10-22,13.7,11.6,18.8,,3.8,1.2,9,76.1,,15
156,堡林,2020-10-23,12,9.8,15.3,,4.3,1.9,1.8,50.1,,13.8
156,堡林,2020-10-24,11.5,8.8,15.6,,4.4,1.2,1.6,52.3,,13.8
156,堡林,2020-10-25,12.9,6.6,19.6,,2.3,.8,7.3,71.1,,14.1
156,堡林,2020-10-26,13.4,7.7,20.6,,3.2,.7,7.5,71.4,,14.6
156,堡林,2020-10-27,14.6,8.4,21.8,,1.8,.5,8.1,70.4,,17.1
156,堡林,2020-10-28,15.1,10.7,20.9,,3.5,1.1,8.5,66.5,,17.8
156,堡林,2020-10-29,12.2,7.4,19,,2.9,1.4,-.9,44,,13.8
156,堡林,2020-10-30,12.8,6.5,19.8,,2,.7,2.6,54.5,,14.4
156,堡林,2020-10-31,13.6,8,20,,2.2,.7,4.9,59.1,,14.3
156,堡林,2020-11-01,12.4,10.8,13.4,1.7,3.3,.7,10.9,91.6,,13.6
156,堡林,2020-11-02,13.1,8.6,18.2,.3,3,1,7.2,71.8,,15.5
156,堡林,2020-11-03,8.8,5.5,12.9,0,5.1,2.3,-.3,54.5,,11.7
156,堡林,2020-11-04,7.9,4.4,12.9,,4.7,1.7,-5.1,43.3,,10.6
156,堡林,2020-11-05,10,2.3,17.2,,1.6,.7,-2.5,45.4,,11.1
156,堡林,2020-11-06,12.7,10.6,15,0,1.2,.4,5.9,65.1,,12.7
156,堡林,2020-11-07,13.4,9.6,21.3,,2.4,.8,9,77.1,,13.3
156,堡林,2020-11-08,10.5,7.2,16.7,,4,1.4,2,60.9,,12.4
156,堡林,2020-11-09,8.6,4.1,13.8,,4.5,1.9,-4.7,41.9,,10.6
156,堡林,2020-11-10,9.7,4.9,15,0,3.6,1.3,-1.7,48.9,,12.6
156,堡林,2020-11-11,10.6,3.7,18.3,,3.7,1.1,-.3,50.6,,11.6
156,堡林,2020-11-12,11.5,4.6,19.3,,1.8,.6,3.1,59,,12.3
156,堡林,2020-11-13,11.7,5.2,20.1,,2.5,.8,5.1,67.6,,12.5
156,堡林,2020-11-14,13.2,7.1,20.3,,1.6,.5,6,66.8,,13.5
156,堡林,2020-11-15,13.7,9.1,20.1,,2.3,.8,7.5,68.6,,14.2
156,堡林,2020-11-16,14.5,8,22.1,,3.4,.9,5.8,60.3,,14.5
156,堡林,2020-11-17,16.6,12.7,22,3.1,3.9,1,12.3,77.5,,17.1
156,堡林,2020-11-18,19.7,15.2,23.6,.5,6.9,2.8,17.8,89.3,,17.1
156,堡林,2020-11-19,17.4,12.3,21.5,21.1,8.8,3.1,16,92.1,,16.9
156,堡林,2020-11-20,9,7.1,12.3,,3.6,2,4.4,73.4,,10.1
156,堡林,2020-11-21,10,2.7,16.5,,4.3,1.8,3.7,66.6,,10.2
156,堡林,2020-11-22,9.5,6.9,11.7,1.6,3.3,1.3,7.1,85.9,,10.9
156,堡林,2020-11-23,5.9,2.8,9,,3.4,2,-1.2,60.5,,7.8
156,堡林,2020-11-24,6.9,3.1,12.2,,3.1,1.6,-6.4,40.8,,7.4
156,堡林,2020-11-25,8.1,2.9,13.6,,3.8,1.7,-1.8,51,,7.7
156,堡林,2020-11-26,9.1,6.4,13.8,0,3.5,1.3,.7,57.1,,9.2
156,堡林,2020-11-27,7.7,5.7,10.7,,3.1,1.2,-.1,58.6,,7.6
156,堡林,2020-11-28,5.1,3.6,7,,3.8,1.9,-4.7,49.9,,7.6
156,堡林,2020-11-29,4.5,2.7,7.1,,2.7,1.3,-2.4,61,,5.9
156,堡林,2020-11-30,4.4,.7,9.1,,3.6,1.9,-3.6,57.1,,4.4
