瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 惑措嚼档(%),老 弥缴利汲(cm),乞闭 瘤搁柯档(∑C)
156,堡林,2016-06-07,21.4,18.7,25.2,3.7,2.2,.8,18.7,85.5,,21.8
156,堡林,2016-06-08,22.5,19.4,26.4,,2.4,.8,17.7,75.8,,25.9
156,堡林,2016-06-09,23.4,19.3,29.6,0,4.9,1.4,18.6,75.9,,29.7
156,堡林,2016-06-10,23.7,19,29.7,,4.4,1.8,18.8,75.6,,31.9
156,堡林,2016-06-11,24.3,20,29.5,,5.4,2.2,20.5,80.3,,26.9
156,堡林,2016-06-12,24.1,22.4,26.5,0,2.3,.8,21.9,88.1,,25.8
156,堡林,2016-06-13,24.1,20.6,30.4,,4.1,1.4,19.6,78.5,,31.8
156,堡林,2016-06-14,23.6,19.1,29.9,,5.2,2.1,18,73.9,,31.6
156,堡林,2016-06-15,22.3,20.6,25.3,2,6.5,2.6,19.2,84,,24.1
156,堡林,2016-06-16,21.8,19,24.6,.3,3,1.5,18.6,83.4,,26.1
156,堡林,2016-06-17,23.6,17.7,30.4,,3,1.3,17,69.6,,30.5
156,堡林,2016-06-18,23.9,19.3,30.3,0,5.7,2.2,18.4,74.5,,32.4
156,堡林,2016-06-19,25.8,21.6,31.5,.4,3.4,1.5,20.6,75.9,,33.7
156,堡林,2016-06-20,22.9,21.4,24.4,19.4,4.5,1.6,22.4,97.1,,25.7
156,堡林,2016-06-21,25.4,21.8,30.9,0,4.8,1.7,22.3,84.3,,28.4
156,堡林,2016-06-22,22.8,21.6,24.9,12.1,3.3,1.5,21.5,93.4,,23.9
156,堡林,2016-06-23,25.2,21.4,30.3,,3.8,1.4,22.2,84.6,,27.6
156,堡林,2016-06-24,22.2,20.4,25.6,60.1,4.3,1.9,20.8,92.4,,22.4
156,堡林,2016-06-25,23.2,20,28,,5.4,2.4,17.8,75.3,,25
156,堡林,2016-06-26,24.1,19.2,29.7,,2.8,1.3,17.9,70.9,,28.8
156,堡林,2016-06-27,22.3,19.3,25.7,0,4.8,1.3,18.2,78.6,,24.3
156,堡林,2016-06-28,22.9,19.5,26,,3.4,1.5,18.5,77.4,,25.7
156,堡林,2016-06-29,23,20.6,25.8,,4.1,1.6,20.4,85.4,,26.5
156,堡林,2016-06-30,24.8,22.3,29.6,0,4.9,2.1,22.5,87.5,,26.9
156,堡林,2016-07-01,24.7,23.3,27,70.6,9.5,3.5,23.5,93.8,,25.8
156,堡林,2016-07-02,23,22.4,25,44.9,8.5,2,22.8,98.6,,24.2
156,堡林,2016-07-03,21.9,20.3,23.1,70.6,4.8,1,21.7,99,,22.6
156,堡林,2016-07-04,25.7,22.1,28.2,.8,5.5,1.9,25.3,98,,25.7
156,堡林,2016-07-05,26.9,24.9,30.9,47.5,8.5,4.1,25.5,92.6,,27.9
156,堡林,2016-07-06,26.5,24.5,29.4,26.9,5.1,3,26,97.4,,28.4
156,堡林,2016-07-07,26.6,22.8,31.8,1.2,4.2,1.2,24.6,89.9,,28.6
156,堡林,2016-07-08,26.6,21.9,31.5,0,4.8,1.1,23.9,86.3,,29.8
156,堡林,2016-07-09,27.8,24.3,33.8,,2.9,1.3,23.9,81.3,,31.7
156,堡林,2016-07-10,27.4,23.4,31.2,,3.2,1,24.4,84.8,,30.6
156,堡林,2016-07-11,26.5,24.4,30.1,1,4,1,24.7,90.5,,27.6
156,堡林,2016-07-12,24.5,23,27.2,17,4.7,1.3,23.8,96.6,,24.9
156,堡林,2016-07-13,26.6,23,31.2,0,2.9,.9,23.8,85.9,,28.7
156,堡林,2016-07-14,25.8,22.7,30.2,,3.8,1.2,21.7,80.3,,28
156,堡林,2016-07-15,26,22.6,30.9,0,5.9,2.1,20.9,74.9,,29.7
156,堡林,2016-07-16,23.5,22,25,19.3,5,2.6,22,91.6,,23.6
156,堡林,2016-07-17,24.4,21.7,28.8,,3.8,1.5,21.8,86.5,,26.1
156,堡林,2016-07-18,25.2,20.1,30,,3.1,1.3,20.9,78.9,,27.4
156,堡林,2016-07-19,26.9,22.1,31.7,,4.6,1.7,21.9,75.9,,30.8
156,堡林,2016-07-20,27.3,22.8,32.7,,5,2.2,21.6,72.6,,33.7
156,堡林,2016-07-21,27.4,23,33.1,,4.9,2,21.8,72.8,,33.9
156,堡林,2016-07-22,27.3,23.6,32.2,,5.7,2.1,23,78.3,,34
156,堡林,2016-07-23,27.9,23.1,32.8,,4.1,1.8,23.1,76.5,,35.9
156,堡林,2016-07-24,29.3,25.4,34.2,,4,2.1,25.1,79.5,,36.8
156,堡林,2016-07-25,29.6,26,33.9,,3.6,1.7,24.9,77.6,,36
156,堡林,2016-07-26,29.8,26,34.3,,5,2.3,25.3,77.9,,37.6
156,堡林,2016-07-27,28.8,26.3,32.8,1.4,6.9,3.1,25.2,82,,32.9
156,堡林,2016-07-28,29.7,26.5,33.9,.1,5.8,2.6,26.2,82.9,,35
156,堡林,2016-07-29,30.5,27.6,35.3,,5,2.7,26.1,79,,39.3
156,堡林,2016-07-30,30.4,27,34.5,,2.1,.9,25.8,77.8,,35.8
156,堡林,2016-07-31,30.2,26.4,36,,3,1,24.4,72.8,,39.5
156,堡林,2016-08-01,30,25.6,35.7,,3.5,1.1,23.9,71.9,,38.6
156,堡林,2016-08-02,28.1,25.5,31.1,.1,3.9,.9,25,83.9,,32.1
156,堡林,2016-08-03,26.6,24.1,31.9,7.1,4.6,1.2,24.3,88.5,,31.7
156,堡林,2016-08-04,28.6,23.8,33.9,0,3.5,1.4,24.4,79.5,,30.1
156,堡林,2016-08-05,29.7,25.1,35.1,0,2.7,1.1,24.9,77.3,,34.9
156,堡林,2016-08-06,29.7,26.1,34.5,.1,3,.9,25.4,78.6,,32.6
156,堡林,2016-08-07,27.5,24.4,33.1,6,5.5,1.2,25.5,89.6,,30.7
156,堡林,2016-08-08,27.9,24.2,34.8,18.2,6.6,1.2,25.3,87.5,,30.9
156,堡林,2016-08-09,27.5,24.8,32.4,.4,4,1,26.1,92.6,,28.6
156,堡林,2016-08-10,29.5,25.2,34.5,,2.4,1,26,82.6,,31.2
156,堡林,2016-08-11,30.6,25.2,36.7,,2.5,1.1,24.4,72,,34.4
156,堡林,2016-08-12,30.6,25.9,37.2,,2.8,1,24.5,72.6,,36.2
156,堡林,2016-08-13,30.1,25.4,35.7,,2.7,1.1,24.3,73.1,,36.8
156,堡林,2016-08-14,29.5,25.6,34.9,,3,1.1,25.9,82.3,,36.8
156,堡林,2016-08-15,28.8,26.2,32.6,.3,4,.9,26,85.8,,33.4
156,堡林,2016-08-16,28.7,25,34.9,,3.6,1,23.4,76,,36.8
156,堡林,2016-08-17,28.4,24.8,34.1,5.4,4.1,1.2,24.7,82.4,,34.7
156,堡林,2016-08-18,28.9,24.1,34.7,,4.8,1.3,24.5,79.3,,30.8
156,堡林,2016-08-19,29.6,25.1,34.8,,3,1.2,23.9,73.4,,33.8
156,堡林,2016-08-20,29.9,26,35.9,.5,4.8,1.3,24.9,76.3,,36.7
156,堡林,2016-08-21,29.9,25.7,35.9,,3.1,1,23.9,73,,36.2
156,堡林,2016-08-22,29.8,25.7,35.7,,2.7,1.2,24.7,76.3,,36.9
156,堡林,2016-08-23,27.9,24.4,34.1,10.6,4.1,1.3,25,86,,31.8
156,堡林,2016-08-24,29.1,24.5,34.9,,3.3,1.4,22.8,72.6,,32
156,堡林,2016-08-25,28.8,24.2,35,,3.4,1.2,21.8,68.3,,33
156,堡林,2016-08-26,23.9,19.5,28.5,21.4,4.6,1.4,22.7,93.8,,26.3
156,堡林,2016-08-27,22.2,18.7,26.2,3.9,4.3,2.2,18.7,82.3,,24.4
156,堡林,2016-08-28,20.4,16.7,25.5,6.3,4.8,2.5,17.5,84.6,,22.2
156,堡林,2016-08-29,21.9,16.6,27.1,,4.5,1.9,15.5,69.8,,23.3
156,堡林,2016-08-30,22.7,19.2,26.1,.7,4.8,2.2,16.7,70.1,,23.1
156,堡林,2016-08-31,24.6,20.5,28.5,0,7.1,4.2,17,65,,25.2
156,堡林,2016-09-01,26.5,22.6,32.2,,6.4,3.8,19.6,67.8,,29.4
156,堡林,2016-09-02,21.6,19.7,24.8,2.7,4.8,2,20.5,94.1,,23.1
156,堡林,2016-09-03,25.8,20.7,31.7,,4.1,1.5,21.5,79.4,,29.3
156,堡林,2016-09-04,26.9,23.2,33,4,3.4,1.3,23.1,82.1,,30.1
156,堡林,2016-09-05,26.2,23.1,30.7,,2.6,1,22.7,83,,27.8
156,堡林,2016-09-06,24.3,21,27.6,,2.9,.9,21.5,85.6,,24.6
156,堡林,2016-09-07,23.4,20.8,26.2,0,2.6,1,21,86.9,,24.6
156,堡林,2016-09-08,23.9,18.8,30.6,,4,1.3,19.1,76.6,,28
156,堡林,2016-09-09,24.2,21.1,30.2,0,2.7,1.1,19.5,77,,28.4
156,堡林,2016-09-10,23,19,31.1,32.9,3.3,1.2,19.9,84.5,,28.6
156,堡林,2016-09-11,23,19,26.9,1.7,2.5,.9,21.2,90.9,,24.7
156,堡林,2016-09-12,23.1,20.3,27.9,3.2,3.6,1.3,20,84.5,,25.8
156,堡林,2016-09-13,24.8,19.3,30.5,,5,1.6,20.1,77.4,,26
156,堡林,2016-09-14,24.3,21.8,28.6,,2.8,1.1,21.3,84,,26.4
156,堡林,2016-09-15,24.6,20.3,30,,3.8,1.3,20.6,80.8,,27
156,堡林,2016-09-16,21.7,20.4,23.6,17.9,5.2,1.5,21.3,97.8,,23.3
156,堡林,2016-09-17,20.5,18.8,23.6,122.9,6,3.4,20.3,99,,21.6
156,堡林,2016-09-18,20.2,18.1,22.7,11.6,4.6,2.7,20,98.8,,21.6
156,堡林,2016-09-19,21.3,18.2,26.2,,7.1,3.8,16.9,77.5,,22.7
156,堡林,2016-09-20,21.2,16.3,26.6,,6,2.5,11.7,56.9,,22
156,堡林,2016-09-21,20.4,15.6,25.1,,3,1.5,12.7,63.4,,21
156,堡林,2016-09-22,21.5,17.8,27.5,,2.9,1,14.6,67,,24.1
156,堡林,2016-09-23,21.7,17.2,27.8,,2.1,.7,16,71.8,,23.8
156,堡林,2016-09-24,22.6,17.4,27.8,,2.1,.7,17.5,75,,23.5
156,堡林,2016-09-25,23,18.7,27.9,,2.7,1,18.9,79.5,,24.6
156,堡林,2016-09-26,23.7,21,28.6,2,3.7,1.2,21.3,87.4,,25.7
156,堡林,2016-09-27,25.7,21.5,31.5,.7,2.8,1,23.2,87.6,,27.4
156,堡林,2016-09-28,21.9,20.6,24.2,9.4,3.3,1,21.3,97.3,,23.8
156,堡林,2016-09-29,21.2,19.5,23.9,.4,3.5,1.1,20.1,93.8,,23
156,堡林,2016-09-30,18.5,16.9,19.8,41.8,3.5,1.6,18.2,98.1,,20.4
156,堡林,2016-10-01,20.4,18.2,23.3,18.1,1.9,.7,20.1,98.1,,21.6
156,堡林,2016-10-02,23.5,20.3,27.3,1.5,5,2,22.2,92.6,,24.3
156,堡林,2016-10-03,24,20.9,27.3,1.7,4.2,1.6,23.3,96.3,,24.7
156,堡林,2016-10-04,23.5,18.6,31.1,5.4,6,2.1,20,83.1,,23.6
156,堡林,2016-10-05,21.1,18.4,25.1,65.3,9.2,3.1,19.5,91.1,,21.9
156,堡林,2016-10-06,20.1,15.9,25.9,,3.7,1.7,14.5,74,,21.2
156,堡林,2016-10-07,18.4,15.7,22,10.1,3,1,16.7,91,,19.2
156,堡林,2016-10-08,17.8,15.7,20.3,32.7,2.9,1.1,15.4,87.1,,19.3
156,堡林,2016-10-09,13.9,10.7,18.4,,6.4,3.2,4.3,54.3,,16.1
156,堡林,2016-10-10,14.8,10.1,19.5,,3.3,1.3,8,65,,15.5
156,堡林,2016-10-11,15.8,12.6,20.6,,2.2,.8,11.2,75.4,,16.8
156,堡林,2016-10-12,16.7,12.5,23.1,,4.4,1.4,9.9,67.5,,17.9
156,堡林,2016-10-13,15.8,13.1,19.4,,1.9,.8,10.9,74.5,,16.4
156,堡林,2016-10-14,17.5,10.9,25.4,,1.9,.7,10.9,69.6,,17.5
156,堡林,2016-10-15,18.7,12.5,24.9,,2.4,.8,12.8,71.1,,17.9
156,堡林,2016-10-16,16.4,14.7,17.8,60.8,4.5,1.5,15.5,95.1,,16.3
156,堡林,2016-10-17,18.8,16,23.1,.7,2.6,.8,17.3,92.1,,18.8
156,堡林,2016-10-18,18.1,13.6,23.9,,3,1,14.3,81,,17.9
156,堡林,2016-10-19,18.5,14.4,24,,1.9,.6,15.7,85.9,,18.8
156,堡林,2016-10-20,17.4,12.7,21.5,,2,.7,14.7,85.4,,17.4
156,堡林,2016-10-21,17.9,16.3,19.6,0,3.2,1.2,14.1,78.9,,17.7
156,堡林,2016-10-22,18.4,14.9,22.4,0,3,1.3,13.7,75.1,,18.8
156,堡林,2016-10-23,16.8,12.9,21.1,2.5,4.5,1.9,13.9,84.1,,17.3
156,堡林,2016-10-24,16,12.4,19.7,.6,3.6,1.6,12.1,79.1,,17.6
156,堡林,2016-10-25,16.6,12.5,20.1,6.8,4.9,2.2,14.1,85.9,,16.8
156,堡林,2016-10-26,15.2,10.5,19.7,0,3.7,1.6,11.2,78.4,,14.4
156,堡林,2016-10-27,15.7,11.3,19.2,,3.9,1.3,11,74.5,,14.7
156,堡林,2016-10-28,14.6,12.9,17.1,10.5,6,2.3,12.5,88.3,,14.9
156,堡林,2016-10-29,11.3,7.7,14.6,,3.5,1.7,3.9,61.3,,13.1
156,堡林,2016-10-30,10.1,5.9,16.9,,5.6,2.5,-2.6,44.1,,11
156,堡林,2016-10-31,9.8,7.4,13.1,0,4.2,.9,4.5,70.3,,11.2
156,堡林,2016-11-01,6.6,3,10.1,,4.4,2.5,-2.4,53.8,,9.4
156,堡林,2016-11-02,7.5,2.3,12.7,,4.5,2.1,-.8,57,,8.1
156,堡林,2016-11-03,9.8,4.4,16.4,0,2.5,.8,5,74.8,,9.9
156,堡林,2016-11-04,11.4,5,18,,3.4,1.2,7.8,80.5,,10.5
156,堡林,2016-11-05,14.5,9.7,21.2,,3.6,.9,11.3,82.9,,12.8
156,堡林,2016-11-06,14.1,8.7,21.9,,4.3,1.2,10,78.8,,13.4
156,堡林,2016-11-07,15,9.8,20.6,0,3.7,1.3,9.6,72.1,,13.9
156,堡林,2016-11-08,9.2,5.2,14.7,1.8,5.7,2.3,2.7,66,,10.6
156,堡林,2016-11-09,5.8,.5,11.5,,5.2,2.4,-6.5,43.8,,5.4
156,堡林,2016-11-10,8.5,5.6,12.8,5.4,3.7,.8,4.4,78,,7.8
156,堡林,2016-11-11,10.4,6.8,16.4,.8,2.5,.9,5.2,75,,9
156,堡林,2016-11-12,12.3,4.9,21.2,,4.3,1.1,7.1,73.1,,10.7
156,堡林,2016-11-13,14.7,10,20,2.7,3.6,.8,11.8,84.9,,13
156,堡林,2016-11-14,15.8,14.4,17.3,2.5,2.7,1.2,15.5,98,,15.3
156,堡林,2016-11-15,10.7,5.2,15.4,,5.5,2.1,1,53,,10.2
156,堡林,2016-11-16,9.2,2.5,16.8,,3,1.4,-1.7,49.9,,7.7
156,堡林,2016-11-17,13.6,8.1,20,,5.3,1.9,2.2,47.1,,11.2
156,堡林,2016-11-18,11.9,7.8,15.6,7.3,3.3,1.2,9.4,85.9,,9.4
156,堡林,2016-11-19,14.7,12.5,16.4,1.2,1.7,.6,14.5,98.9,,14
156,堡林,2016-11-20,14.1,10.9,18.6,,3.8,1.1,9.7,77.8,,13.4
156,堡林,2016-11-21,13.8,9.8,17.3,0,2.5,.8,10.3,80.3,,11.4
156,堡林,2016-11-22,7.5,3.7,13.2,,4.8,2.5,.3,60.8,,7.5
156,堡林,2016-11-23,3.6,.5,7.6,,4,2.2,-8.3,42.8,,3.2
156,堡林,2016-11-24,2.7,-.5,6.8,,5.6,3.2,-5.8,54,,2.5
156,堡林,2016-11-25,4.8,.9,10.2,,3.7,2.1,-4,53.1,,4.5
156,堡林,2016-11-26,3.4,1,6.2,4.8,3.4,1.4,-.3,78.8,,1.7
156,堡林,2016-11-27,5.9,1.5,10.8,,3,.8,2.8,82.5,,3.7
156,堡林,2016-11-28,6,2.4,9.5,,4.1,1.8,-1.6,58.9,,4
156,堡林,2016-11-29,5.3,.9,11.6,,5,2.4,-7.2,42.8,,2.6
156,堡林,2016-11-30,5.8,2.6,8.6,5,2.4,.7,1.9,78.8,,2.7
156,堡林,2016-12-01,7.1,2.9,12.1,.7,5.6,1.6,1.5,71.1,,5.9
156,堡林,2016-12-02,4.5,-.4,10.6,,4.1,1.9,-3.8,57.6,,1.8
156,堡林,2016-12-03,5.1,-1.1,12.2,,2.9,.7,-1.3,66.3,,1.7
156,堡林,2016-12-04,6.5,3.1,10.5,0,2.8,.7,2.6,76.8,,4.6
156,堡林,2016-12-05,9.3,5.8,15,,3,1.1,4.9,75.8,,6.7
156,堡林,2016-12-06,3.9,.2,7.8,,5.2,1.9,-6.7,47.3,,3.1
156,堡林,2016-12-07,2.4,-1.7,7.1,0,1.7,.5,-1.6,75.5,,-.5
156,堡林,2016-12-08,5.5,-.9,11.1,0,2.9,.8,1,75.5,,3.4
156,堡林,2016-12-09,6.1,.6,10.2,1.4,5.1,2,-.6,63.4,,4
156,堡林,2016-12-10,2.6,-1.4,8.9,,3.4,1.7,-9.2,43.9,,.2
156,堡林,2016-12-11,3.2,-2.2,9.9,,4.3,1.5,-11,37.4,,.3
156,堡林,2016-12-12,6.9,1.7,12.2,.3,2,.6,-.5,61.1,,2.8
156,堡林,2016-12-13,7.2,4.3,10.2,,3.8,1.3,3.2,77.4,,4.5
156,堡林,2016-12-14,2.6,-.5,4.5,0,3.4,1.8,-4.2,61,,-.6
156,堡林,2016-12-15,.6,-.9,3.6,1.4,4.9,1.8,-4.3,70.3,1.6,.5
156,堡林,2016-12-16,.5,-3.3,4.1,,4.1,2,-7.3,56.5,1,.1
156,堡林,2016-12-17,4.5,0,11,,2.2,.7,-1.2,67.6,,2.6
156,堡林,2016-12-18,6.4,0,13,0,3.9,1.1,2.4,77.5,,3.9
156,堡林,2016-12-19,10.2,6.8,13.3,8.5,2.5,.5,10,98.5,,8.3
156,堡林,2016-12-20,10.3,7.5,15.1,,4.1,1.1,7.3,83.9,,9.1
156,堡林,2016-12-21,12.8,7.1,16.9,11.4,4.8,1.6,11.1,89.9,,9
156,堡林,2016-12-22,8.6,5.5,17.3,8.4,8,3.2,6.7,88.3,,8.3
156,堡林,2016-12-23,2.8,1.7,5.5,.9,3.7,2,.1,82.8,,2.2
156,堡林,2016-12-24,2.3,.2,5.6,,4.2,2.1,-3.7,65,,2.1
156,堡林,2016-12-25,4.9,-1.5,10.8,.1,2.5,.8,-.8,68.9,,3
156,堡林,2016-12-26,6.1,4,7.9,11.6,4.2,1.9,5.5,96.8,,5.5
156,堡林,2016-12-27,2.3,-1.8,4.7,0,5.7,2.5,-4.4,62.3,,1.5
156,堡林,2016-12-28,-.1,-4.6,6.4,,3.3,1.5,-10,49.5,,-.9
156,堡林,2016-12-29,-.4,-2.3,2.9,.2,4.8,1.9,-7.3,60.9,.3,-1.5
156,堡林,2016-12-30,.3,-3.7,5.8,,4.3,1.9,-7.8,56.5,,-1.2
156,堡林,2016-12-31,1.9,-2.8,5.9,,1.8,.6,-1.8,77.5,,-.9
156,堡林,2017-01-01,4.5,-.6,11.2,,1.9,.7,1.2,80.6,,2.4
156,堡林,2017-01-02,7.2,2.7,13.3,0,3,1,4,81.6,,3.9
156,堡林,2017-01-03,5.7,1.4,11.5,,2.4,1,-.3,68.3,,2.4
156,堡林,2017-01-04,5,-.5,11.6,,2.7,.8,.9,77.1,,2.3
156,堡林,2017-01-05,6.8,2.7,10.5,0,4.2,1.6,1.6,71.3,,3.4
156,堡林,2017-01-06,8.2,5.4,13.3,0,4.5,1.6,1.8,65.9,,6.3
156,堡林,2017-01-07,6.6,1.9,9.9,0,2.2,.9,1.4,71.4,,3.2
156,堡林,2017-01-08,8.7,5.5,14.8,1.2,4.1,1.8,3.9,73.8,,8.8
156,堡林,2017-01-09,5.1,1.6,8.7,0,4.1,1.9,-1.2,65.6,,4.5
156,堡林,2017-01-10,2.8,.6,6.6,,4,1.9,-4.9,57.4,,1.8
156,堡林,2017-01-11,.1,-3.5,4,0,4.5,2.3,-9.1,53.4,,.9
156,堡林,2017-01-12,2.3,-1.2,7.5,.1,3.5,1.1,-1.8,76.3,,.1
156,堡林,2017-01-13,-.1,-2.2,4.8,.1,4,1.5,-4.7,71.3,.5,-1.8
156,堡林,2017-01-14,-3,-4.9,-.8,.3,5.3,2.7,-10.1,59.9,1.9,-1.3
156,堡林,2017-01-15,-3,-7.9,2.3,,5.4,2.1,-12.1,50.8,,-2.8
156,堡林,2017-01-16,-.6,-4.9,5.3,,3,1.4,-12,48.5,,-2.4
156,堡林,2017-01-17,.3,-4.2,5.4,,1.8,.7,-9.8,48.9,,-1.7
156,堡林,2017-01-18,2.3,-1.9,8.4,,5,2.3,-5.9,55.8,,-.3
156,堡林,2017-01-19,2.2,-1.3,8.4,,3,1.4,-4.1,66.3,,1
156,堡林,2017-01-20,-.3,-1.6,1.3,2.5,4.3,2.2,-4,77.1,5.3,-1.2
156,堡林,2017-01-21,-.5,-3.5,2.6,.8,4,1.4,-3.8,78.8,4,-1.2
156,堡林,2017-01-22,-1.7,-4.7,1.1,1,3.9,1.8,-4.6,80.6,6,-1.1
156,堡林,2017-01-23,-3.6,-7.3,0,.1,4.3,1.9,-8.4,69.8,8.3,.5
156,堡林,2017-01-24,-2,-5.9,2.7,,3.8,1.5,-7.7,65.8,4,-1.6
156,堡林,2017-01-25,-1.3,-5.5,3.5,,4,1.4,-7.5,64.4,,-.7
156,堡林,2017-01-26,.8,-6,7.8,,3,1.3,-7.6,57.6,,-.2
156,堡林,2017-01-27,2,-2.4,5.7,.6,4.6,1.9,-6.6,56.6,,1.7
156,堡林,2017-01-28,3.4,-4.4,11,,5,1.2,-8.7,43.8,,1.6
156,堡林,2017-01-29,5.3,3.7,7.1,4.6,2.9,.7,3.3,88.1,,4.4
156,堡林,2017-01-30,-.2,-4.3,3.7,.4,5.4,2.5,-6.8,62.5,,.7
156,堡林,2017-01-31,-1.4,-6.1,5.5,,4.2,1.6,-10.7,51.9,,-.7
156,堡林,2017-02-01,-.1,-3.2,5.2,,4.6,1.7,-11,45.3,,-.2
156,堡林,2017-02-02,.2,-5.3,7.2,,3.3,1.5,-12.7,43.6,,-.8
156,堡林,2017-02-03,3,-3.9,9.7,,2.2,1.1,-5.4,58.1,,1.1
156,堡林,2017-02-04,6.7,2.5,11.6,.3,3.1,1.1,-1.7,59.1,,4.5
156,堡林,2017-02-05,5.2,3.9,6.3,1.1,4.1,1.5,3,86.3,,4.1
156,堡林,2017-02-06,1.7,-.9,4.8,0,5.6,1.9,-6.5,55,,1.4
156,堡林,2017-02-07,1.7,-1.9,8,,4,1.3,-8,50.9,,1.1
156,堡林,2017-02-08,1.9,.4,5.3,0,3.2,1.1,-5.7,58.9,,1.3
156,堡林,2017-02-09,-1.4,-3.5,1.9,1.3,4.6,2.3,-5.9,72.3,1.7,.5
156,堡林,2017-02-10,-3.5,-4.7,-1,3.7,3.4,1.5,-6,82.6,5,-1.1
156,堡林,2017-02-11,-1.7,-5.2,1.9,.2,4,1.2,-5.4,76.1,3.1,.9
156,堡林,2017-02-12,1.1,-1.4,6.2,0,2.6,1.1,-5.3,63.4,,1.6
156,堡林,2017-02-13,2.7,-3.7,8.6,,3.4,1.3,-2.2,72.5,,2.1
156,堡林,2017-02-14,3.5,0,8.4,,3.4,1.5,-5.8,55,,2.4
156,堡林,2017-02-15,4.4,-2.8,13.2,,3,1,-5.9,53,,3.1
156,堡林,2017-02-16,8.2,-.7,15.7,6.1,5.1,1.6,4.6,80.1,,5.5
156,堡林,2017-02-17,5.5,-.7,11.9,.9,3.8,2.1,-2.5,62.8,,6.6
156,堡林,2017-02-18,.7,-2.4,5.4,,4.3,1.8,-11.1,44.5,,.9
156,堡林,2017-02-19,5.6,-3.4,12.7,.1,7.8,2.4,-3.2,54.9,,3.4
156,堡林,2017-02-20,3.4,-2.4,12.8,8.5,6.5,2.8,-2.2,68.6,,5.3
156,堡林,2017-02-21,3,-4.8,10.8,,3.7,1.6,-8.3,45.5,,2.6
156,堡林,2017-02-22,6,3,7.9,19.7,3.5,1.5,4.1,89.6,,4.6
156,堡林,2017-02-23,1.7,-1,4.9,,5.6,2.7,-5.6,59.6,,3.1
156,堡林,2017-02-24,1.7,-2.7,6.9,,4.8,1.9,-8.8,48.4,,2.5
156,堡林,2017-02-25,4.5,-.6,10.9,0,2.8,1,-6.6,48.5,,4
156,堡林,2017-02-26,4.3,-.6,11,,2.7,1,-4.7,54.4,,3.8
156,堡林,2017-02-27,5.1,-.7,12.8,,3.2,1,-4.9,51.8,,5.2
156,堡林,2017-02-28,6.3,-1.1,14.7,,3.2,1,-5.9,44.8,,6.4
156,堡林,2017-03-01,7.7,2.3,14.6,4.3,5.8,1.7,.2,63.4,,8
156,堡林,2017-03-02,2.8,.1,6.7,1.7,5.2,2.4,-3.1,67,,4.7
156,堡林,2017-03-03,5.2,-2,13,,2.7,.9,-4,54.3,,4.9
156,堡林,2017-03-04,7.4,1.1,15.7,,2.9,1,-2.1,55.1,,7.8
156,堡林,2017-03-05,7.3,2.1,15.7,,2.6,1.1,-1.7,58.1,,8.8
156,堡林,2017-03-06,3.3,0,6.6,,6.1,2.6,-9.6,41.6,,6.7
156,堡林,2017-03-07,.5,-2.4,3.9,1.5,4.1,1.8,-7,58.6,1.9,.8
156,堡林,2017-03-08,2.3,-1.2,7.1,.3,6.3,1.7,-4,65.5,.5,3.2
156,堡林,2017-03-09,6.6,1.1,12.7,,7.3,2.5,-4.1,51.4,,7.2
156,堡林,2017-03-10,7.6,1.3,14.6,,3.3,1.1,-5.4,47,,8.6
156,堡林,2017-03-11,8.7,-.2,18.7,,3.8,1,-8.1,35.6,,9.4
156,堡林,2017-03-12,9.9,2.4,19.1,,3.4,1.2,-7.8,33.1,,12
156,堡林,2017-03-13,8.6,4.6,15.2,,4.4,1.8,-1.9,51.1,,11.7
156,堡林,2017-03-14,6,2.2,10.8,,5.2,1.8,-5,50,,8.9
156,堡林,2017-03-15,6,.3,14.3,,2.6,1.2,-4.8,48.5,,9.6
156,堡林,2017-03-16,6.6,1.3,13.9,,5.4,1.5,-4.2,48.4,,9.7
156,堡林,2017-03-17,7.8,-.2,17.5,,4.5,1.2,-5.1,44.5,,11
156,堡林,2017-03-18,9.9,4.1,17.7,,3.9,1.2,-6.2,36.4,,11.4
156,堡林,2017-03-19,11.4,3.4,20.6,,4.4,1.3,-3.4,37.5,,13.2
156,堡林,2017-03-20,8.7,5.7,13.1,7.3,3.8,1.5,3.3,72.1,,7.1
156,堡林,2017-03-21,7.2,3.9,11.4,.5,4.1,1.8,-.3,62.5,,9.3
156,堡林,2017-03-22,7.7,1.3,15.3,,2.4,.9,-1.9,54.5,,8.8
156,堡林,2017-03-23,9.9,6,16.5,,3.4,1.2,-3,41.4,,11.4
156,堡林,2017-03-24,9.3,3.7,14.5,,2.8,1.1,.3,54.1,,9.4
156,堡林,2017-03-25,7,5.7,9.9,11.4,3.1,1.4,5.9,92.9,,7.4
156,堡林,2017-03-26,7,3.1,12.1,,3.4,.9,2.2,75.3,,7.6
156,堡林,2017-03-27,7.5,4.4,12.2,3.2,4.1,1.4,2.5,74.3,,9.5
156,堡林,2017-03-28,8.2,3.5,15.5,1.1,4,1.5,.9,67,,9.5
156,堡林,2017-03-29,8,5.1,10.6,1.9,4.2,2.1,7,93.5,,8.2
